date,Account,pnl
2024-03-12,0xae5eacaf9c6b9111fd53034a602c192a04e082ed,20925.513222
2024-04-01,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-67.60364
2024-04-02,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,47.62389499999999
2024-04-03,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,26773.771643
2024-04-03,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,1026.004099
2024-04-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-04-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-04-05,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0
2024-04-06,0x8477e447846c758f5a675856001ea72298fd9cb5,52.211438
2024-04-07,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-04-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0
2024-04-08,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,0.0
2024-04-08,0x4f93fead39b70a1824f981a54d4e55b278e9f760,-108604.496278
2024-04-08,0x8477e447846c758f5a675856001ea72298fd9cb5,109.005815
2024-04-08,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,-14176.51042
2024-04-08,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0
2024-04-09,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-04-09,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,1065.785132
2024-04-10,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0
2024-04-11,0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,540.05911
2024-04-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,2259.351364
2024-04-12,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,9066.169646
2024-04-12,0x2c229d22b100a7beb69122eed721cee9b24011dd,7591.307059
2024-04-12,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,910.584797
2024-04-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,291.35271
2024-04-12,0x8381e6d82f1affd39a336e143e081ef7620a3b7f,33.26141600000001
2024-04-12,0xae5eacaf9c6b9111fd53034a602c192a04e082ed,0.0
2024-04-12,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,274999.139393
2024-05-01,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,164.141565
2024-05-02,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-33.45419400000003
2024-05-03,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,19791.026041
